"";"title";"year";"length";"budget";"rating";"votes"
"3102";"No Man's Land";2001;98;NA;7,9;7184
"3103";"No One Can Hear You";2001;92;NA;4,4;101
"3104";"No One Sleeps";2000;108;NA;4,6;85
"3105";"No Return";2003;86;35000;6,1;18
"3106";"No Such Thing";2001;102;NA;6,5;793
"3107";"No Tomorrow";1998;100;NA;3,5;84
"3108";"No Turning Back";2001;101;NA;5,7;134
"3109";"No Vacancy";1999;84;NA;4,5;98
"3110";"No Way Back";1995;91;NA;5,2;474
"3111";"No Way Home";1996;99;4000000;6,6;328
"3112";"No Witness";2004;95;350000;3,8;9
"3113";"No somos nadie";2002;93;NA;4,3;37
"3114";"Nobody Knows Anything!";2003;88;NA;4,4;76
"3115";"Nobody's Baby";2001;110;NA;6,2;290
"3116";"Nochnoy dozor";2004;115;4200000;6,3;1020
"3117";"Noel";2004;96;NA;5,9;211
"3118";"Nola";2003;97;NA;5,9;25
"3119";"Non ho sonno";2001;117;NA;6;951
"3120";"Nora";2000;106;NA;5,9;460
"3121";"Normal Life";1996;102;NA;6,2;566
"3122";"Northfork";2003;103;1900000;6,2;1521
"3123";"Not Another Teen Movie";2001;89;16000000;5,2;10295
"3124";"Not Like Us";1995;87;NA;4,7;58
"3125";"Notebook, The";2004;123;30000000;7,8;8830
"3126";"Nothing Personal";1995;85;NA;6,7;159
"3127";"Nothing to Lose";1997;98;NA;6,5;5606
"3128";"Notre Dame de Paris";1956;115;NA;6,4;232
"3129";"Notting Hill";1999;124;42000000;7;27285
"3130";"November";2004;73;300000;2,8;164
"3131";"Novo";2002;98;NA;5,9;300
"3132";"Novocaine";2001;95;6000000;5,9;2829
"3133";"Now and Then";1995;100;NA;6;4394
"3134";"Nowhere Land";1998;88;NA;4,7;38
"3135";"Nueve reinas";2000;114;1500000;7,6;3721
"3136";"Nuovo cinema Paradiso";1989;170;NA;8,4;13999
"3137";"Nurse Betty";2000;110;24000000;6,6;10441
"3138";"Nurse, The";1997;94;NA;4,4;85
"3139";"Nutt House, The";1992;90;NA;2,8;106
"3140";"Nutty Professor II: The Klumps";2000;109;84000000;4,5;5825
"3141";"Nutty Professor, The";1996;95;54000000;5,8;12273
"3142";"O";2001;95;5000000;6,3;4555
"3143";"O Brother, Where Art Thou?";2000;106;26000000;7,8;37961
"3144";"O.K. Garage";1998;106;NA;4,5;119
"3145";"Object of My Affection, The";1998;111;15000000;6;4027
"3146";"Obra maestra";2000;115;NA;6;135
"3147";"Occasional Hell, An";1996;96;NA;4,8;214
"3148";"Ocean's Eleven";2001;116;85000000;7,5;44662
"3149";"Ocean's Twelve";2004;125;110000000;6;14797
"3150";"Octane";2003;91;11500000;4,4;355
"3151";"October 22";1998;94;NA;5,9;78
"3152";"October Sky";1999;108;NA;7,7;12847
"3153";"Octopus";2000;95;5000000;2,8;367
"3154";"Octopus 2: River of Fear";2001;91;NA;2,6;158
"3155";"Odd Couple II, The";1998;97;NA;5,8;1366
"3156";"Of Love and Shadows";1994;103;NA;4,8;391
"3157";"Off the Lip";2004;87;NA;3,8;34
"3158";"Off the Map";2003;105;NA;7,6;229
"3159";"Office Killer";1997;82;NA;4,3;476
"3160";"Office Space";1999;89;10000000;7,7;26134
"3161";"Old School";2003;92;24000000;6,7;14283
"3162";"Oldboy";2003;120;NA;8,4;8983
"3163";"Olive Juice";2001;88;NA;5,4;66
"3164";"Omega Doom";1997;84;NA;3,2;437
"3165";"On the Border";1998;103;3000000;4,8;165
"3166";"On the Borderline";2001;93;NA;5,5;53
"3167";"On the Line";2001;85;10000000;4,1;1013
"3168";"Once Upon a Time in America";1984;227;30000000;8,2;19292
"3169";"Once Upon a Time in Mexico";2003;102;29000000;6;14732
"3170";"Once Upon a Time in the Midlands";2002;104;NA;5,7;583
"3171";"Once Upon a Time... When We Were Colored";1995;115;NA;7,4;151
"3172";"Once Were Warriors";1994;103;NA;7,9;6240
"3173";"Once in a Blue Moon";1995;96;NA;6,6;45
"3174";"Once in the Life";2000;104;NA;4,8;160
"3175";"One Day in September";2000;94;NA;7,6;1186
"3176";"One Eight Seven";1997;119;23000000;6,3;2958
"3177";"One Eyed King";2001;105;6500000;5,1;81
"3178";"One Fine Day";1996;108;NA;6,2;6522
"3179";"One Good Turn";1996;90;NA;5,2;55
"3180";"One Hell of a Christmas";2002;94;400000;2,7;70
"3181";"One Hour Photo";2002;96;12000000;7,1;17130
"3182";"One Night Stand";1997;102;24000000;5,7;1709
"3183";"One Night at McCool's";2001;93;NA;6,2;6893
"3184";"One Point O";2004;92;NA;6;505
"3185";"One Small Hero";1999;84;NA;3,4;64
"3186";"One Tough Bastard";1995;100;NA;4,5;140
"3187";"One Tough Cop";1998;90;NA;5;395
"3188";"One True Thing";1998;127;30000000;7;2534
"3189";"One Week";2000;97;NA;5,2;66
"3190";"Onegin";1999;106;14000000;6,3;1327
"3191";"Ong-bak";2003;101;NA;7,2;3193
"3192";"Only Thrill, The";1997;103;NA;5,7;154
"3193";"Only the Strong Survive";2002;95;NA;6,6;62
"3194";"Onmyoji";2001;116;NA;6,1;189
"3195";"Open Range";2003;139;26000000;7,5;8799
"3196";"Open Water";2003;79;130000;6,1;7204
"3197";"Operation Balikatan";2003;91;NA;2,3;15
"3198";"Operation Crossbow";1965;115;NA;6,4;466
"3199";"Operation Delta Force";1997;93;NA;3,7;188
"3200";"Operation Delta Force 4: Deep Fault";2001;96;NA;3,7;72
"3201";"Operation Delta Force 5: Random Fire";1999;91;NA;3,4;80
"3202";"Operation Dumbo Drop";1995;104;NA;4,8;1274
"3203";"Operation Splitsville";1999;90;NA;4,3;85
"3204";"Operative, The";2000;93;NA;3,9;98
"3205";"Operator, The";2000;102;NA;5,2;93
"3206";"Opponent, The";2000;90;NA;5,4;39
"3207";"Opportunists, The";2000;90;NA;5,9;396
"3208";"Opposite of Sex, The";1998;105;NA;6,7;7404
"3209";"Orange County";2002;82;18000000;6,1;8526
"3210";"Order, The";2001;89;NA;4,1;1053
"3211";"Order, The";2003;102;38000000;4,6;3004
"3212";"Ordinary Decent Criminal";2000;85;NA;6,2;2492
"3213";"Organization, The";1971;106;NA;5,7;118
"3214";"Orgazmo";1997;92;1000000;5,7;5128
"3215";"Original Gangstas";1996;99;4800000;5,3;216
"3216";"Original Kings of Comedy, The";2000;115;3000000;6,1;1386
"3217";"Original Latin Kings of Comedy, The";2002;86;NA;7,1;54
"3218";"Original Sin";2001;116;26000000;5,5;4592
"3219";"Oriundi";1999;97;NA;7,1;63
"3220";"Osama";2003;83;46000;7,5;1546
"3221";"Oscar and Lucinda";1997;132;NA;6,7;1784
"3222";"Osmosis Jones";2001;95;75000000;6,2;3410
"3223";"Othello";1995;123;11000000;6,8;1852
"3224";"Other Brother, The";2002;94;NA;3,7;37
"3225";"Other Men's Wives";1996;84;NA;2,4;20
"3226";"Other Side of Heaven, The";2001;113;7000000;6,5;683
"3227";"Other Sister, The";1999;129;NA;6,1;3021
"3228";"Other Voices";2000;104;NA;7,1;53
"3229";"Others, The";2001;104;17000000;7,8;36914
"3230";"Otogiriso";2001;85;NA;5,2;286
"3231";"Otra conquista, La";1998;106;3500000;6,7;140
"3232";"Otro lado de la cama, El";2002;114;NA;6,9;988
"3233";"Our Song";2000;95;NA;6,9;187
"3234";"Out Cold";2001;92;11000000;5,2;1990
"3235";"Out for Blood";2004;95;NA;4;72
"3236";"Out for a Kill";2003;88;20000000;3;818
"3237";"Out in Fifty";1999;103;NA;3;132
"3238";"Out of Control";1998;93;NA;5,2;45
"3239";"Out of Line";2001;96;NA;4,9;46
"3240";"Out of Reach";2004;88;20000000;3,7;399
"3241";"Out of Step";2002;90;NA;6,7;38
"3242";"Out of the Cold";1999;111;NA;5,6;58
"3243";"Out to Sea";1997;109;NA;5,6;1380
"3244";"Out-of-Sync";1995;105;1500000;4,7;37
"3245";"Out-of-Towners, The";1999;90;40000000;5;2919
"3246";"Outbreak";1995;127;50000000;6,4;13796
"3247";"Outfitters, The";1999;92;NA;5,1;30
"3248";"Outlaws: Legend of O.B. Taggart, The";1994;98;NA;7,7;16
"3249";"Outside Ozona";1998;100;NA;5,7;274
"3250";"Outside Providence";1999;96;7000000;6,1;2735
"3251";"Outsiders, The";1983;91;10000000;6,8;7125
"3252";"Outta Time";2002;94;NA;3,5;93
"3253";"Over the Wire";1996;88;NA;3,8;40
"3254";"Overdrive";1997;92;NA;3,5;27
"3255";"Overkill";1996;88;NA;3,5;41
"3256";"Overnight";2003;82;NA;7,5;101
"3257";"Overnight Delivery";1998;87;12000000;5,9;1229
"3258";"Owning Mahowny";2003;104;10000000;7;1999
"3259";"Oxygen";1999;92;NA;6,1;956
"3260";"P.C.H.";1995;92;NA;3,2;42
"3261";"P.S.";2004;97;NA;6,3;653
"3262";"P.S. Your Cat Is Dead";2002;88;2000000;4,7;185
"3263";"P.U.N.K.S.";1999;115;NA;2,5;220
"3264";"Pacifier, The";2005;95;56000000;4,9;2179
"3265";"Packing Suburbia, A";1999;90;40000;4,5;38
"3266";"Pacte des loups, Le";2001;152;NA;7;12958
"3267";"Paid in Full";2002;97;NA;6,1;404
"3268";"Paint Job, The";1992;90;NA;6,5;90
"3269";"Paint Your Wagon";1969;158;20000000;6,5;2011
"3270";"Painted Angels";1998;110;NA;3,4;66
"3271";"Pale Saints";1997;90;NA;3,8;64
"3272";"Pallbearer, The";1996;98;NA;4,8;2093
"3273";"Palmer's Pick Up";1999;108;NA;4,1;58
"3274";"Palmetto";1998;114;NA;5,6;2228
"3275";"Palookaville";1995;92;NA;6,5;793
"3276";"Pandaemonium";2000;124;15000000;6,2;244
"3277";"Pandora Project, The";1998;89;NA;3;150
"3278";"Pane e tulipani";2000;118;NA;7,3;2259
"3279";"Panic";2000;88;1000000;6,9;2524
"3280";"Panic";2001;91;NA;4,3;120
"3281";"Panic Room";2002;113;48000000;7;24302
"3282";"Panther";1995;124;NA;5,6;408
"3283";"Pao Da Shuang Deng";1994;115;NA;6,9;215
"3284";"Paparazzi";2004;84;20000000;5,6;2028
"3285";"Paper Soldiers";2002;88;NA;5,1;103
"3286";"Papertrail";1997;89;NA;4,5;147
"3287";"Paradise Road";1997;122;NA;6,7;1094
"3288";"Paranoia";1998;80;NA;4,2;63
"3289";"Parent Trap, The";1998;127;NA;6,4;4393
"3290";"Paris";2003;98;NA;4,7;65
"3291";"Paris, France";1993;112;NA;4,4;167
"3292";"Parole Officer, The";2001;93;NA;6,3;1047
"3293";"Party Monster";2003;98;5000000;5,8;1976
"3294";"Pass, The";1998;90;NA;3,9;80
"3295";"Passager de la pluie, Le";1969;115;NA;6,8;222
"3296";"Passion in the Desert";1997;91;NA;5,9;219
"3297";"Passion of Mind";2000;101;NA;5,5;838
"3298";"Passion of the Christ, The";2004;127;30000000;7,4;34046
"3299";"Passionada";2002;108;NA;6,1;279
"3300";"Past Perfect";1998;92;NA;4,3;91
"3301";"Pat Garrett and Billy the Kid";1973;122;4638783;6,9;1469
"3302";"Patch Adams";1998;115;50000000;6,1;12110
"3303";"Patriot, The";2000;164;110000000;6,8;29665
"3304";"Paulie";1998;90;NA;6,1;1496
"3305";"Pauline & Paulette";2001;106;NA;6,8;525
"3306";"Pauly Shore Is Dead";2003;82;NA;5;521
"3307";"Paura nel buio";1989;90;NA;3;37
"3308";"Pavilion of Women";2001;111;5000000;5,3;209
"3309";"Pawn, The";1998;88;NA;3,9;41
"3310";"Pay It Forward";2000;123;40000000;6,7;13531
"3311";"Payback";1995;93;NA;5,5;149
"3312";"Payback";1999;100;50000000;6,8;18252
"3313";"Paycheck";2003;119;60000000;6,1;10383
"3314";"Peacekeeper, The";1997;98;10000000;4,6;505
"3315";"Peacemaker, The";1997;124;50000000;5,9;8994
"3316";"Pearl Harbor";2001;184;135250000;5,4;33409
"3317";"Pecker";1998;87;6000000;6,4;4013
"3318";"Pendulum";2001;95;NA;4;150
"3319";"People I Know";2002;100;NA;5,5;2051
"3320";"People vs. Larry Flynt, The";1996;129;NA;7,2;12347
"3321";"Pep Squad";1998;94;500000;4,4;120
"3322";"Perdita Durango";1997;125;NA;6;1480
"3323";"Perez Family, The";1995;113;11000000;6;517
"3324";"Perfect Fit";1999;103;NA;4,1;56
"3325";"Perfect Score, The";2004;93;NA;5;2019
"3326";"Perfect Storm, The";2000;130;120000000;6,2;24946
"3327";"Perfect Strangers";2003;96;NA;5,2;203
"3328";"Perfect Target";1997;89;3500000;4,2;55
"3329";"Perfect Tenant, The";2000;93;NA;4,3;96
"3330";"Perfect You, The";2002;90;NA;5,6;135
"3331";"Perfume";2001;106;NA;4,2;192
"3332";"Perfumed Garden";2000;110;NA;4;71
"3333";"Peril";2000;92;NA;4,6;21
"3334";"Permanent Midnight";1998;88;NA;6,2;1813
"3335";"Personal Velocity: Three Portraits";2002;86;NA;6,5;1207
"3336";"Persons Unknown";1996;99;NA;5;224
"3337";"Pest, The";1997;84;17000000;3,8;1405
"3338";"Pete's Meteor";1998;92;NA;4,2;55
"3339";"Peter Pan";2003;113;100000000;7,2;5596
"3340";"Petticoat Planet";1996;78;NA;2,7;63
"3341";"Phantasm IV: Oblivion";1998;90;650000;4,5;492
"3342";"Phantom of the Opera, The";2004;143;60000000;7,2;11283
"3343";"Phantom, The";1996;100;45000000;5;3329
"3344";"Phantoms";1998;92;NA;4,9;3495
"3345";"Pharaoh's Army";1995;90;NA;6,6;83
"3346";"Phase IV";2001;103;NA;4,9;71
"3347";"Phat Beach";1996;89;NA;2,7;168
"3348";"Phenomenon";1996;123;32000000;6,3;12075
"3349";"Phoenix";1998;107;NA;6,3;763
"3350";"Phoenix and the Magic Carpet, The";1995;88;NA;5,3;24
"3351";"Phone";2002;102;NA;6,2;654
"3352";"Phone Booth";2002;81;10000000;7,3;21075
"3353";"Photographing Fairies";1997;106;NA;6,8;644
"3354";"Pi";1998;84;60000;7,5;19431
"3355";"Pianist, The";2002;150;35000000;8,5;30467
"3356";"Pianiste, La";2001;130;NA;7,2;4123
"3357";"Picking Up the Pieces";2000;95;NA;4,9;950
"3358";"Picnic";1996;72;NA;7,6;119
"3359";"Picture Bride";1994;98;NA;6,7;235
"3360";"Picture Claire";2001;91;NA;5,1;210
"3361";"Picture Perfect";1997;105;19000000;5,6;3019
"3362";"Pictures of Baby Jane Doe";1995;92;NA;5;110
"3363";"Pie in the Sky";1996;95;NA;5,9;290
"3364";"Pieces of April";2003;80;300000;7,3;4604
"3365";"Ping!";2000;97;NA;3,6;66
"3366";"Pink Flamingos";1972;108;12000;6,1;2029
"3367";"Pipe Dream";2002;91;NA;6,3;330
"3368";"Pirates of the Caribbean: The Curse of the Black Pearl";2003;143;125000000;8;60812
"3369";"Pitch Black";2000;112;23000000;6,7;18522
"3370";"Pizza";2004;80;NA;6;35
"3371";"Placard, Le";2001;84;NA;7,1;3083
"3372";"Place Called Truth, A";1998;94;NA;2,8;46
"3373";"Plague Dogs, The";1982;103;NA;7;273
"3374";"Plan B";1997;102;NA;6;66
"3375";"Planet of Junior Brown, The";1997;91;NA;5,8;74
"3376";"Planet of the Apes";2001;119;100000000;5,6;28601
"3377";"Platinum Blonde";2001;90;NA;2,7;36
"3378";"Plato's Run";1997;96;NA;4,2;88
"3379";"Play It to the Bone";1999;124;24000000;5,1;2645
"3380";"Playback";1996;92;NA;2,9;100
"3381";"Player, The";1992;124;NA;7,7;13647
"3382";"Playing Dangerous";1994;87;NA;4,4;117
"3383";"Playing God";1997;94;NA;5,4;1998
"3384";"Playing Mona Lisa";2000;97;NA;5,9;261
"3385";"Playing by Heart";1998;121;14000000;7,1;4958
"3386";"Plaza Suite";1971;114;NA;6,2;332
"3387";"Pleasantville";1998;124;40000000;7,5;22561
"3388";"Pleasurecraft";1999;82;NA;2,9;77
"3389";"Pledge, The";2001;123;45000000;6,9;9852
"3390";"Plein soleil";1960;118;NA;7,5;1316
"3391";"Plots with a View";2002;94;NA;6,5;596
"3392";"Plunkett & Macleane";1999;93;NA;6,1;2887
"3393";"Point Blank";1997;92;NA;3,2;228
"3394";"Point Men, The";2001;88;6100000;4,6;266
"3395";"Poison Ivy II";1996;108;NA;4,2;1093
"3396";"Polish Wedding";1998;105;NA;5,3;921
"3397";"Pollock";2000;132;6000000;7,1;4013
"3398";"Pompatus of Love, The";1996;99;NA;5,5;267
"3399";"Pon un hombre en tu vida";1996;87;NA;7,4;70
"3400";"Poolhall Junkies";2002;94;4000000;6,6;1411
"3401";"Poor White Trash";2000;85;NA;4,6;375
"3402";"Pootie Tang";2001;70;3000000;4,1;1921
"3403";"Pop & Me";1999;91;NA;6,3;67
"3404";"Por la libre";2000;96;NA;7,2;119
"3405";"Porn Star: The Legend of Ron Jeremy";2001;80;NA;6,6;685
"3406";"Pornographer, The";1999;89;NA;5,6;328
"3407";"Portero, El";2000;88;NA;6,4;73
"3408";"Portrait in Red";1995;90;NA;2,3;23
"3409";"Portrait of a Lady, The";1996;142;NA;5,9;2221
"3410";"Posers";2002;80;NA;4,1;86
"3411";"Possums";1998;97;1400000;5,3;66
"3412";"Postino, Il";1994;108;3000000;7,6;8342
"3413";"Postmark Paradise";2000;92;NA;5,4;37
"3414";"Powder";1995;111;NA;6;4666
"3415";"Powderburn";1995;87;NA;2,8;21
"3416";"Power 98";1996;89;NA;4,4;90
"3417";"Power Play";2002;100;NA;3,6;142
"3418";"Power Within, The";1995;97;NA;4,4;44
"3419";"Power of Attorney";1995;97;NA;5,6;67
"3420";"Powerpuff Girls, The";2002;73;10000000;6,2;1334
"3421";"Practical Magic";1998;103;60000000;5,4;7786
"3422";"Prague Duet";1998;95;NA;6,3;113
"3423";"Preaching to the Perverted";1997;100;NA;4,8;209
"3424";"Precious Find";1996;85;NA;3,6;148
"3425";"Prelude to Love";1995;83;NA;2,8;13
"3426";"Presque rien";2000;100;NA;6,6;735
"3427";"Press Run";1999;93;NA;3,8;40
"3428";"Pressure Point";2001;90;NA;4,6;58
"3429";"Preston Tylk";2000;93;NA;5,2;131
"3430";"Pretty When You Cry";2001;90;NA;4,1;107
"3431";"Prey for Rock & Roll";2003;104;NA;6,2;429
"3432";"Prey of the Jaguar";1996;96;NA;3,8;28
"3433";"Price Above Rubies, A";1998;117;NA;6,6;780
"3434";"Price of Desire, The";1997;102;NA;4,6;44
"3435";"Price of Glory";2000;118;10000000;6,2;265
"3436";"Price of Kissing, The";1997;93;NA;4,4;95
"3437";"Price of Milk, The";2000;87;NA;6,4;451
"3438";"Pride and Prejudice";2003;104;NA;5,8;232
"3439";"Priest";1994;98;NA;7,2;2813
"3440";"Primal Fear";1996;129;30000000;7,5;12467
"3441";"Primary Colors";1998;143;65000000;6,8;7756
"3442";"Prime Gig, The";2000;98;NA;6,4;538
"3443";"Primer";2004;77;7000;6,4;1466
"3444";"Prince & Me, The";2004;111;NA;5,6;2412
"3445";"Prince Valiant";1997;97;NA;4,8;400
"3446";"Prince and the Surfer, The";1999;89;NA;4,2;39
"3447";"Prince of Central Park";2000;109;NA;4,9;145
"3448";"Prince of Egypt, The";1998;99;60000000;6,9;9212
"3449";"Prince of Jutland";1994;89;NA;5,3;262
"3450";"Prisoner of Love";1999;93;NA;3,2;89
"3451";"Private Obsession";1995;103;NA;5,6;105
"3452";"Private Parts";1997;109;20000000;6,6;9289
"3453";"Private Public, The";2000;90;NA;4,2;18
"3454";"Priyatel pokoynika";1997;100;NA;7,2;142
"3455";"Process, The";1998;90;NA;2;17
"3456";"Professionals, The";1966;117;NA;7,4;1125
"3457";"Profile for Murder";1996;95;NA;4,7;76
"3458";"Progeny";1998;99;2500000;4,2;291
"3459";"Project Shadowchaser III";1995;99;NA;2,8;71
"3460";"Project Viper";2002;85;NA;3,2;145
"3461";"Promenons-nous dans les bois";2000;90;NA;4;661
"3462";"Proof of Life";2000;135;65000000;6,3;9592
"3463";"Prophecy, The";1995;98;8000000;6,4;4148
"3464";"Prophet's Game, The";1999;110;NA;5;237
"3465";"Proposal, The";2001;87;NA;5,3;188
"3466";"Proposition, The";1997;93;NA;2,9;85
"3467";"Proprietor, The";1996;113;NA;5,2;99
"3468";"Pros and Cons";1999;104;NA;4,1;136
"3469";"Proteus";1995;97;NA;2,5;251
"3470";"Proximity";2001;98;6000000;4,9;189
"3471";"Prozac Nation";2001;99;9000000;6,2;940
"3472";"Psycho";1998;105;20000000;5;7255
"3473";"Pterodactyl Woman from Beverly Hills";1994;97;NA;3,4;39
"3474";"Public Access";1993;90;NA;5,4;275
"3475";"Public Enemies";1996;95;NA;2,9;366
"3476";"Pulp Fiction";1994;168;8000000;8,8;132745
"3477";"Pumpkin";2002;113;NA;6,2;2344
"3478";"Pumpkinhead II: Blood Wings";1994;84;NA;3,4;377
"3479";"Punch";2002;90;NA;6,5;156
"3480";"Punch-Drunk Love";2002;95;25000000;7,5;18169
"3481";"Punisher, The";2004;124;33000000;6,2;9989
"3482";"Punks";2000;91;NA;5,7;88
"3483";"Punto y aparte";2002;90;NA;4,8;10
"3484";"Pure Danger";1996;99;NA;3,9;41
"3485";"Pure Race";1995;115;NA;8,2;27
"3486";"Purgatory Flats";2002;102;NA;5,8;85
"3487";"Purpose";2002;96;NA;5,2;513
"3488";"Pushing Tin";1999;119;33000000;5,9;7528
"3489";"Python";2000;99;NA;3,6;587
"3490";"Qianxi manbo";2001;120;NA;6,3;513
"3491";"Qiji";1989;105;NA;7;494
"3492";"Qualcuno in ascolto";1988;105;NA;5,9;61
"3493";"Quattro dell'Ave Maria, I";1968;132;NA;6,1;228
"3494";"Queen of the Damned";2002;104;35000000;4,7;6999
"3495";"Queen's Messenger II";2001;90;4000000;6;27
"3496";"Quest, The";2003;80;NA;7,3;7
"3497";"Quickie, The";2001;99;NA;5,4;211
"3498";"Quiet American, The";2002;101;30000000;7,4;5957
"3499";"Quiet Days in Hollywood";1997;91;NA;4,7;100
"3500";"Quiet Room, The";1996;92;NA;6,9;221
"3501";"Quills";2000;124;NA;7,3;9155
"3502";"R.I.C.C.O.";2002;104;NA;5,6;9
"3503";"R.M., The";2003;101;500000;5,3;213
"3504";"Rabbit-Proof Fence";2002;94;6000000;7,7;5079
"3505";"Race the Sun";1996;82;NA;5;513
"3506";"Race to Save 100 Years, The";1997;57;NA;8,2;30
"3507";"Race to Space";2001;104;NA;5,5;202
"3508";"Rachel's Attic";2002;112;83000;2,4;58
"3509";"Racing Stripes";2005;84;NA;4,8;703
"3510";"Radio";2003;109;35000000;6,9;3594
"3511";"Raffle, The";1994;100;NA;3,9;60
"3512";"Rage";1995;94;NA;4,1;94
"3513";"Rage: Carrie 2, The";1999;104;21000000;4,4;3280
"3514";"Raging Angels";1995;96;NA;2,5;58
"3515";"Raging Sharks";2005;92;NA;4,8;5
"3516";"Rainbow Thief, The";1990;87;10000000;6;49
"3517";"Rainmaker, The";1997;135;40000000;6,8;8620
"3518";"Raise Your Voice";2004;103;15000000;4,3;1626
"3519";"Raising Helen";2004;119;NA;5,7;2398
"3520";"Raising Victor Vargas";2002;88;800000;6,7;1785
"3521";"Raising the Stakes";1999;88;100000;4,7;24
"3522";"Rampo";1994;100;NA;6,5;210
"3523";"Rancid Aluminium";2000;88;12000000;3,5;352
"3524";"Random Hearts";1999;133;64000000;4,8;5919
"3525";"Rang-e khoda";1999;90;NA;7,5;1175
"3526";"Ransom";1996;139;80000000;6,6;17678
"3527";"Rare Birds";2001;99;5000000;6,4;471
"3528";"Rat";2000;88;NA;5,4;165
"3529";"Rat Race";2001;112;48000000;6,5;13913
"3530";"Ratchet";1996;114;NA;4,1;50
"3531";"Rated X";2000;115;NA;5,7;864
"3532";"Rats";2003;90;NA;3,1;151
"3533";"Ravager";1997;92;NA;5,9;292
"3534";"Raven";1997;93;NA;4,2;131
"3535";"Raven's Ridge";1997;77;NA;3,2;22
"3536";"Ravenous";1999;108;12000000;6,7;5915
"3537";"Raw Justice";1994;95;NA;3,4;232
"3538";"Raw Nerve";1999;105;NA;4,2;117
"3539";"Raw Target";1995;92;NA;4,4;11
"3540";"Razor Blade Smile";1998;101;NA;4,4;453
"3541";"Reach the Rock";1998;100;NA;6,1;216
"3542";"Real Blonde, The";1997;105;NA;6,1;1383
"3543";"Real Cancun, The";2003;96;8000000;2,8;1504
"3544";"Real Howard Spitz, The";1998;102;NA;5,7;83
"3545";"Real Women Have Curves";2002;87;3000000;7;1944
"3546";"Reality Check";2002;88;NA;5,2;25
"3547";"Reason to Believe, A";1995;109;NA;4,9;106
"3548";"Rebel Without a Cause";1955;111;1500000;7,8;11055
"3549";"Reckoning, The";2003;112;NA;6,3;641
"3550";"Recoil";1997;96;NA;4,5;97
"3551";"Reconstruction";2003;90;NA;7,1;799
"3552";"Recruit, The";2003;115;NA;6,6;13054
"3553";"Red Baron, The";1971;97;900000;4,9;120
"3554";"Red Betsy";2003;98;NA;7,1;44
"3555";"Red Blooded American Girl II";1997;95;NA;4;148
"3556";"Red Corner";1997;122;NA;5,9;3006
"3557";"Red Dragon";2002;124;90000000;7,3;21089
"3558";"Red Letters";2000;103;NA;4,9;197
"3559";"Red Line";1996;90;NA;3,3;120
"3560";"Red Planet";2000;106;75000000;5,3;8623
"3561";"Red Scorpion 2";1994;95;NA;3,4;112
"3562";"Red Trousers: The Life of the Hong Kong Stuntmen";2003;93;NA;5,7;58
"3563";"Regeneration";1997;105;NA;7,2;583
"3564";"Reign of Fire";2002;101;95000000;5,8;11452
"3565";"Reindeer Games";2000;124;36000000;5,5;7120
"3566";"Reivers, The";1969;107;NA;6,9;291
"3567";"Relative Fear";1994;94;NA;4,7;72
"3568";"Relative Values";2000;87;NA;6,3;439
"3569";"Relax... It's Just Sex";1998;110;NA;7,1;624
"3570";"Relic, The";1997;110;40000000;5,3;5102
"3571";"Remando al viento";1988;105;NA;5,3;158
"3572";"Remember the Titans";2000;113;30000000;7,4;14195
"3573";"Remnant, The";2001;101;NA;2,9;40
"3574";"Renegade Force";1998;90;NA;5,3;187
"3575";"Rennie's Landing";2001;103;NA;4,8;142
"3576";"Replacement Killers, The";1998;87;30000000;5,8;6825
"3577";"Replacements, The";2000;114;50000000;6,2;7617
"3578";"Repli-Kate";2002;121;4000000;5,6;791
"3579";"Replicant";2001;95;NA;4,9;1686
"3580";"Requiem for Murder";1999;95;NA;4,6;98
